-1.194477081298828125e-04,1.706182956695556641e-05,-1.142024993896484375e-04,2.738088369369506836e-06,-1.165270805358886719e-04,4.133582115173339844e-05
4.776000976562500000e-02,5.664825439453125000e-03,-3.384399414062500000e-02,-2.201843261718750000e-02,2.824401855468750000e-02,-6.384277343750000000e-02
9.588623046875000000e-02,1.178741455078125000e-02,-6.744384765625000000e-02,-4.370117187500000000e-02,5.645751953125000000e-02,-1.265869140625000000e-01
1.441650390625000000e-01,1.861572265625000000e-02,-1.007690429687500000e-01,-6.475830078125000000e-02,8.447265625000000000e-02,-1.873779296875000000e-01
1.925048828125000000e-01,2.679443359375000000e-02,-1.339111328125000000e-01,-8.502197265625000000e-02,1.124267578125000000e-01,-2.458496093750000000e-01
2.403564453125000000e-01,3.665161132812500000e-02,-1.665039062500000000e-01,-1.045532226562500000e-01,1.397705078125000000e-01,-3.012695312500000000e-01
2.871093750000000000e-01,4.815673828125000000e-02,-1.988525390625000000e-01,-1.231079101562500000e-01,1.663818359375000000e-01,-3.530273437500000000e-01
3.325195312500000000e-01,6.106567382812500000e-02,-2.304687500000000000e-01,-1.400146484375000000e-01,1.918945312500000000e-01,-4.030761718750000000e-01
3.762207031250000000e-01,7.507324218750000000e-02,-2.617187500000000000e-01,-1.556396484375000000e-01,2.158203125000000000e-01,-4.497070312500000000e-01
4.191894531250000000e-01,8.978271484375000000e-02,-2.917480468750000000e-01,-1.693115234375000000e-01,2.388916015625000000e-01,-4.938964843750000000e-01
4.592285156250000000e-01,1.049804687500000000e-01,-3.217773437500000000e-01,-1.816406250000000000e-01,2.604980468750000000e-01,-5.356445312500000000e-01
4.978027343750000000e-01,1.196289062500000000e-01,-3.513183593750000000e-01,-1.918945312500000000e-01,2.817382812500000000e-01,-5.751953125000000000e-01
5.336914062500000000e-01,1.328125000000000000e-01,-3.796386718750000000e-01,-2.010498046875000000e-01,3.022460937500000000e-01,-6.123046875000000000e-01
5.683593750000000000e-01,1.439208984375000000e-01,-4.082031250000000000e-01,-2.080078125000000000e-01,3.225097656250000000e-01,-6.474609375000000000e-01
6.000976562500000000e-01,1.517333984375000000e-01,-4.370117187500000000e-01,-2.139892578125000000e-01,3.427734375000000000e-01,-6.806640625000000000e-01
6.303710937500000000e-01,1.560058593750000000e-01,-4.650878906250000000e-01,-2.180175781250000000e-01,3.615722656250000000e-01,-7.119140625000000000e-01
6.577148437500000000e-01,1.561279296875000000e-01,-4.934082031250000000e-01,-2.203369140625000000e-01,3.791503906250000000e-01,-7.392578125000000000e-01
6.826171875000000000e-01,1.525878906250000000e-01,-5.214843750000000000e-01,-2.211914062500000000e-01,3.959960937500000000e-01,-7.641601562500000000e-01
7.060546875000000000e-01,1.442871093750000000e-01,-5.483398437500000000e-01,-2.202148437500000000e-01,4.116210937500000000e-01,-7.841796875000000000e-01
7.265625000000000000e-01,1.317138671875000000e-01,-5.751953125000000000e-01,-2.166748046875000000e-01,4.252929687500000000e-01,-8.027343750000000000e-01
7.421875000000000000e-01,1.146850585937500000e-01,-6.005859375000000000e-01,-2.108154296875000000e-01,4.382324218750000000e-01,-8.168945312500000000e-01
7.548828125000000000e-01,9.362792968750000000e-02,-6.250000000000000000e-01,-2.020263671875000000e-01,4.489746093750000000e-01,-8.276367187500000000e-01
7.646484375000000000e-01,6.890869140625000000e-02,-6.469726562500000000e-01,-1.905517578125000000e-01,4.582519531250000000e-01,-8.339843750000000000e-01
7.719726562500000000e-01,4.180908203125000000e-02,-6.660156250000000000e-01,-1.763916015625000000e-01,4.660644531250000000e-01,-8.364257812500000000e-01
7.768554687500000000e-01,1.316833496093750000e-02,-6.821289062500000000e-01,-1.597900390625000000e-01,4.731445312500000000e-01,-8.359375000000000000e-01
7.773437500000000000e-01,-1.594543457031250000e-02,-6.958007812500000000e-01,-1.408691406250000000e-01,4.777832031250000000e-01,-8.291015625000000000e-01
7.744140625000000000e-01,-4.443359375000000000e-02,-7.060546875000000000e-01,-1.199951171875000000e-01,4.826660156250000000e-01,-8.193359375000000000e-01
7.700195312500000000e-01,-7.171630859375000000e-02,-7.119140625000000000e-01,-9.753417968750000000e-02,4.860839843750000000e-01,-8.051757812500000000e-01
7.617187500000000000e-01,-9.741210937500000000e-02,-7.133789062500000000e-01,-7.434082031250000000e-02,4.885253906250000000e-01,-7.900390625000000000e-01
7.509765625000000000e-01,-1.214599609375000000e-01,-7.099609375000000000e-01,-5.075073242187500000e-02,4.890136718750000000e-01,-7.700195312500000000e-01
7.377929687500000000e-01,-1.428222656250000000e-01,-7.026367187500000000e-01,-2.684020996093750000e-02,4.885253906250000000e-01,-7.490234375000000000e-01
7.202148437500000000e-01,-1.618652343750000000e-01,-6.894531250000000000e-01,-3.301620483398437500e-03,4.860839843750000000e-01,-7.246093750000000000e-01
7.016601562500000000e-01,-1.777343750000000000e-01,-6.718750000000000000e-01,1.933288574218750000e-02,4.821777343750000000e-01,-6.972656250000000000e-01
6.787109375000000000e-01,-1.900634765625000000e-01,-6.499023437500000000e-01,4.061889648437500000e-02,4.750976562500000000e-01,-6.699218750000000000e-01
6.542968750000000000e-01,-1.984863281250000000e-01,-6.230468750000000000e-01,5.996704101562500000e-02,4.658203125000000000e-01,-6.391601562500000000e-01
6.250000000000000000e-01,-2.034912109375000000e-01,-5.937500000000000000e-01,7.666015625000000000e-02,4.526367187500000000e-01,-6.059570312500000000e-01
5.942382812500000000e-01,-2.050781250000000000e-01,-5.600585937500000000e-01,9.051513671875000000e-02,4.365234375000000000e-01,-5.708007812500000000e-01
5.610351562500000000e-01,-2.030029296875000000e-01,-5.234375000000000000e-01,1.012573242187500000e-01,4.162597656250000000e-01,-5.341796875000000000e-01
5.244140625000000000e-01,-1.986083984375000000e-01,-4.841308593750000000e-01,1.090698242187500000e-01,3.933105468750000000e-01,-4.965820312500000000e-01
4.851074218750000000e-01,-1.898193359375000000e-01,-4.440917968750000000e-01,1.139526367187500000e-01,3.669433593750000000e-01,-4.560546875000000000e-01
4.445800781250000000e-01,-1.788330078125000000e-01,-4.020996093750000000e-01,1.159667968750000000e-01,3.378906250000000000e-01,-4.147949218750000000e-01
3.999023437500000000e-01,-1.655273437500000000e-01,-3.588867187500000000e-01,1.148071289062500000e-01,3.059082031250000000e-01,-3.715820312500000000e-01
3.537597656250000000e-01,-1.502685546875000000e-01,-3.154296875000000000e-01,1.103515625000000000e-01,2.719726562500000000e-01,-3.281250000000000000e-01
